מס' ספק,שם ספק,הזמנה,תאריך,מק'ט,תאור מוצר,ת. אספקה,כמות,יח',מחיר סופי,מטבע,מחיר סופי בשקלים
2030228,"מטלאור (עין איילה) בע""מ",PO25000527,3/7/2025,14000365,בסיס יציקה+הארקה לעמוד מצלמה 12 מ' 4 ברגים,3/7/2025,2,יח',1009.94,"ש""ח",1009.94
2030228,"מטלאור (עין איילה) בע""מ",PO25000527,3/7/2025,14000366,"עמוד מתומן 12 מ' ""דגם ירושלים"" כולל פלטה 4 חורים",3/7/2025,2,יח',5887.90,"ש""ח",5887.90
2030228,"מטלאור (עין איילה) בע""מ",PO25000546,3/9/2025,14000292,עמוד תנועה 4.4 מ' - סטנדר בצבע RAL 7024,3/9/2025,2,יח',1600.00,"ש""ח",1600.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000559,3/10/2025,14000365,בסיס יציקה+הארקה לעמוד מצלמה 12 מ' 4 ברגים,3/10/2025,2,יח',1009.94,"ש""ח",1009.94
2030228,"מטלאור (עין איילה) בע""מ",PO25000573,3/12/2025,14000294,"עמוד ציר מחוזק 5.25X""6 דופן 4.76 מ''מ בצבע RAL 7024",3/12/2025,3,יח',4875.00,"ש""ח",4875.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000573,3/12/2025,14000391,שוט  ג'בו 1.5X4 בצבע RAL 7024,3/12/2025,3,יח',2655.00,"ש""ח",2655.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000579,3/12/2025,14000029,עמוד גבוה 5.80 מ'-סטנדרט',3/12/2025,50,יח',32250.00,"ש""ח",32250.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000696,3/26/2025,14000029,עמוד גבוה 5.80 מ'-סטנדרט',3/26/2025,50,יח',32250.00,"ש""ח",32250.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000877,4/20/2025,14000366,"עמוד מתומן 12 מ' ""דגם ירושלים"" כולל פלטה 4 חורים",4/20/2025,2,יח',6070.00,"ש""ח",6070.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000877,4/20/2025,14000365,בסיס יציקה+הארקה לעמוד מצלמה 12 מ' 4 ברגים,4/20/2025,2,יח',1009.94,"ש""ח",1009.94
2030228,"מטלאור (עין איילה) בע""מ",PO25000888,4/20/2025,16000020,מתאם צידי למצלמה לעמוד 6'' 2.5 מ' כולל פלטה 160X160 מ''מ עו,4/20/2025,2,יח',1110.00,"ש""ח",1110.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000899,4/22/2025,14000292,עמוד תנועה 4.4 מ' - סטנדר בצבע RAL 7024,4/22/2025,10,יח',7950.00,"ש""ח",7950.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000899,4/22/2025,14000294,"עמוד ציר מחוזק 5.25X""6 דופן 4.76 מ''מ בצבע RAL 7024",4/22/2025,12,יח',18600.00,"ש""ח",18600.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000899,4/22/2025,14000295,"עמוד ציר מחוזק 5.25X""6 דופן 6 מ''מ בצבע RAL 7024",4/22/2025,1,יח',1915.00,"ש""ח",1915.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000899,4/22/2025,14000300,"שוט ג'בו ""4  5.5X בצבע RAL 7024",4/22/2025,2,יח',2970.00,"ש""ח",2970.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000899,4/22/2025,14000367,"שוט ג'בו ""4 4.5X בצבע RAL 7024",4/22/2025,1,יח',1380.00,"ש""ח",1380.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000899,4/22/2025,14000358,"עמוד לחצן הולך רגל  ""3.5X4 עם דלת RAL 7024",4/22/2025,5,יח',3175.00,"ש""ח",3175.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000899,4/22/2025,14000296,עמוד תקתקן עם דלת 1.50 מ' 4'' בצבע RAL 7024,4/22/2025,1,יח',425.00,"ש""ח",425.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000899,4/22/2025,14000299,"שוט ג'בו ""4  3.5X בצבע RAL 7024",4/22/2025,5,יח',5450.00,"ש""ח",5450.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000899,4/22/2025,14000298,שוט  ג'בו 2.5X4 בצבע RAL 7024,4/22/2025,1,יח',945.00,"ש""ח",945.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000899,4/22/2025,14000369,"שוט ג'בו ""4  3.0X בצבע RAL 7024",4/22/2025,3,יח',3000.00,"ש""ח",3000.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000915,4/24/2025,14000392,"שוט כפול ""4  3.5X3.5  T בצבע RAL 7024",4/24/2025,1,יח',2575.00,"ש""ח",2575.00
2030228,"מטלאור (עין איילה) בע""מ",PO25000928,4/26/2025,14000034,עמוד תנועה 4.4 מ' - סטנדר,4/26/2025,50,יח',32000.00,"ש""ח",32000.00
2030228,"מטלאור (עין איילה) בע""מ",PO25001017,5/7/2025,14000366,"עמוד מתומן 12 מ' ""דגם ירושלים"" כולל פלטה 4 חורים",5/7/2025,2,יח',6070.00,"ש""ח",6070.00
2030228,"מטלאור (עין איילה) בע""מ",PO25001021,5/7/2025,14000366,"עמוד מתומן 12 מ' ""דגם ירושלים"" כולל פלטה 4 חורים",5/7/2025,2,יח',6070.00,"ש""ח",6070.00
2030228,"מטלאור (עין איילה) בע""מ",PO25001021,5/7/2025,16000020,מתאם צידי למצלמה לעמוד 6'' 2.5 מ' כולל פלטה 160X160 מ''מ עו,5/7/2025,2,יח',1110.00,"ש""ח",1110.00
2030228,"מטלאור (עין איילה) בע""מ",PO25001021,5/7/2025,14000365,בסיס יציקה+הארקה לעמוד מצלמה 12 מ' 4 ברגים,5/7/2025,2,יח',1009.94,"ש""ח",1009.94
2030228,"מטלאור (עין איילה) בע""מ",PO25001034,5/8/2025,16000020,מתאם צידי למצלמה לעמוד 6'' 2.5 מ' כולל פלטה 160X160 מ''מ עו,5/8/2025,1,יח',555.00,"ש""ח",555.00
2030228,"מטלאור (עין איילה) בע""מ",PO25001037,5/8/2025,14000034,עמוד תנועה 4.4 מ' - סטנדר,5/8/2025,50,יח',29750.00,"ש""ח",29750.00
2030228,"מטלאור (עין איילה) בע""מ",PO25001174,5/25/2025,14000029,עמוד גבוה 5.80 מ'-סטנדרט',5/25/2025,50,יח',44750.00,"ש""ח",44750.00
2030231,"מעודד צבעים בע""מ",PO25000122,1/23/2025,19000144,צבע סילבסטר 600-001  גלון טמבור,1/23/2025,10,יח',1790.10,"ש""ח",1790.10
2030231,"מעודד צבעים בע""מ",PO25000337,2/18/2025,31000054,צבע אפור מט (חד ודי) RAL  7040,2/18/2025,2,יח',294.50,"ש""ח",294.50
2030231,"מעודד צבעים בע""מ",PO25000380,2/20/2025,31000054,צבע אפור מט (חד ודי) RAL  7040,2/20/2025,10,יח',1351.10,"ש""ח",1351.10
2030231,"מעודד צבעים בע""מ",PO25000380,2/20/2025,19000144,צבע סילבסטר 600-001  גלון טמבור,2/20/2025,20,יח',3580.20,"ש""ח",3580.20
2030231,"מעודד צבעים בע""מ",PO25000620,3/19/2025,19001224,"סיקה אנקור פיקס 2+ טרופיקל שפורפרת 300 מ""ל",3/19/2025,5,יח',177.75,"ש""ח",177.75
2030231,"מעודד צבעים בע""מ",PO25000652,3/23/2025,19000485,פח צבע לבן 18 ליטר,3/23/2025,4,יח',792.00,"ש""ח",792.00
2030231,"מעודד צבעים בע""מ",PO25000811,4/9/2025,19000144,צבע סילבסטר 600-001  גלון טמבור,4/9/2025,20,יח',3580.20,"ש""ח",3580.20
2030231,"מעודד צבעים בע""מ",PO25000814,4/9/2025,19000144,צבע סילבסטר 600-001  גלון טמבור,4/9/2025,20,יח',3580.20,"ש""ח",3580.20
2030231,"מעודד צבעים בע""מ",PO25000814,4/9/2025,19000263,מדלל 32 סינטטי 18 ליטר -שמר,4/9/2025,2,יח',430.00,"ש""ח",430.00
2030231,"מעודד צבעים בע""מ",PO25000825,4/11/2025,19000144,צבע סילבסטר 600-001  גלון טמבור,4/11/2025,20,יח',3580.20,"ש""ח",3580.20
2030231,"מעודד צבעים בע""מ",PO25000825,4/11/2025,19000263,מדלל 32 סינטטי 18 ליטר -שמר,4/11/2025,2,יח',430.00,"ש""ח",430.00
2030231,"מעודד צבעים בע""מ",PO25001135,5/19/2025,19001244,צבע אפור מט (חד ודי) RAL  7024,5/19/2025,25,יח',3225.00,"ש""ח",3225.00
2030231,"מעודד צבעים בע""מ",PO25001135,5/19/2025,31000054,צבע אפור מט (חד ודי) RAL  7040,5/19/2025,25,יח',3225.25,"ש""ח",3225.25
2030231,"מעודד צבעים בע""מ",PO25001135,5/19/2025,31000054,צבע אפור מט (חד ודי) RAL  7040,5/19/2025,20,יח',2580.20,"ש""ח",2580.20
2030231,"מעודד צבעים בע""מ",PO25001135,5/19/2025,19000144,צבע סילבסטר 600-001  גלון טמבור,5/19/2025,25,יח',4475.25,"ש""ח",4475.25
2030231,"מעודד צבעים בע""מ",PO25001202,5/26/2025,31000054,צבע אפור מט (חד ודי) RAL  7040,5/26/2025,10,יח',1351.10,"ש""ח",1351.10
2030231,"מעודד צבעים בע""מ",PO25001243,5/28/2025,31000054,צבע אפור מט (חד ודי) RAL  7040,5/28/2025,20,יח',2702.20,"ש""ח",2702.20
2030231,"מעודד צבעים בע""מ",PO25001243,5/28/2025,31000054,צבע אפור מט (חד ודי) RAL  7040,5/28/2025,10,יח',1351.10,"ש""ח",1351.10
2030240,"מורנו תעשיות בע""מ",PO25000491,3/3/2025,16000036,הרכבת גיר+הכנת שיגומים+הכנת שיבות לביטול חופש בין הציר לגיר,3/3/2025,1,יח',600.00,"ש""ח",600.00
2030240,"מורנו תעשיות בע""מ",PO25000566,3/12/2025,16000036,חריטה כיסוי רכש 215675 ח-ן 900676,3/12/2025,2,יח',800.00,"ש""ח",800.00
2030240,"מורנו תעשיות בע""מ",PO25000587,3/13/2025,22001309,גלגל קונזולי קוטר 210 מ''מ,3/13/2025,4,יח',6000.00,"ש""ח",6000.00
2030249,"ספיד רכיבים בע""מ",PO25000240,2/9/2025,24000612,LEDTRONICS L200CWR851,2/9/2025,1000,יח',0.00,"ש""ח",0.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000019,1/5/2025,22000913,ענית תא פוטו מול רפלקטור IR 1200 L,1/5/2025,1,יח',270.00,"ש""ח",270.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000027,1/6/2025,22002538,סף בטיחות V2 1.7 מ' ללא פיקוד,1/6/2025,1,יח',350.00,"ש""ח",350.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000027,1/6/2025,22002539,משדר לסף בטיחות V2,1/6/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000027,1/6/2025,22002540,מקלט לסף בטיחות V2,1/6/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000029,1/7/2025,19000483,גלגל שער 80,1/7/2025,1,יח',55.00,"ש""ח",55.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000103,1/20/2025,19000186,שמן הידראולי DL SPIN 68,1/20/2025,1,יח',70.00,"ש""ח",70.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000104,1/21/2025,22000913,ענית תא פוטו מול רפלקטור IR 1200 L,1/21/2025,10,יח',2700.00,"ש""ח",2700.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000105,1/21/2025,22000913,ענית תא פוטו מול רפלקטור IR 1200 L,1/21/2025,1,יח',270.00,"ש""ח",270.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000106,1/21/2025,22002675,מערכת פתיחה סללולרית אדומה סמארט גייט 4G ללא הגבלת משתמשים,1/21/2025,1,יח',879.92,"ש""ח",879.92
2030250,"עופר שערים אוטומטיים בע""מ",PO25000119,1/23/2025,22000140,מקלט כפול WALLY 2,1/23/2025,3,יח',630.00,"ש""ח",630.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000178,1/29/2025,22000913,ענית תא פוטו מול רפלקטור IR 1200 L,1/29/2025,10,יח',2700.00,"ש""ח",2700.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000250,2/10/2025,22000090,מנוע כנף BAT 400 GENIUS,2/10/2025,1,יח',600.00,"ש""ח",600.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000287,2/16/2025,22001289,"220V,50HZ, Straight Boom, 6s, With 6 Meters RAL 9006 מחסום",2/16/2025,1,יח',1749.93,"ש""ח",1749.93
2030250,"עופר שערים אוטומטיים בע""מ",PO25000287,2/16/2025,22000913,ענית תא פוטו מול רפלקטור IR 1200 L,2/16/2025,1,יח',270.00,"ש""ח",270.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000289,2/16/2025,22002538,סף בטיחות V2 1.7 מ' ללא פיקוד,2/16/2025,1,יח',350.00,"ש""ח",350.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000289,2/16/2025,22002539,משדר לסף בטיחות V2,2/16/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000289,2/16/2025,22002540,מקלט לסף בטיחות V2,2/16/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000351,2/18/2025,22000913,ענית תא פוטו מול רפלקטור IR 1200 L,2/18/2025,3,יח',810.00,"ש""ח",810.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000498,3/4/2025,22002427,מנוע 800 ק''ג FAAC 844,3/4/2025,1,יח',2550.00,"ש""ח",2550.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000506,3/4/2025,22002538,סף בטיחות V2 1.7 מ' ללא פיקוד,3/4/2025,1,יח',350.00,"ש""ח",350.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000568,3/12/2025,22000225,זרוע למחסום סופה 6 מ' כולל פס לדים,3/12/2025,1,יח',650.43,"ש""ח",650.43
2030250,"עופר שערים אוטומטיים בע""מ",PO25000572,3/12/2025,22000020,מנוע כנף קליפסו 400 V2,3/12/2025,1,יח',543.00,"ש""ח",543.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000604,3/18/2025,22001289,"220V,50HZ, Straight Boom, 6s, With 6 Meters RAL 9006 מחסום",3/18/2025,1,יח',1749.93,"ש""ח",1749.93
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002538,סף בטיחות V2 1.7 מ' ללא פיקוד,3/19/2025,1,יח',350.00,"ש""ח",350.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002539,משדר לסף בטיחות V2,3/19/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002540,מקלט לסף בטיחות V2,3/19/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002538,סף בטיחות V2 1.7 מ' ללא פיקוד,3/19/2025,1,יח',350.00,"ש""ח",350.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002539,משדר לסף בטיחות V2,3/19/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002540,מקלט לסף בטיחות V2,3/19/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002427,מנוע 800 ק''ג FAAC 844,3/19/2025,1,יח',2550.00,"ש""ח",2550.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002538,סף בטיחות V2 1.7 מ' ללא פיקוד,3/19/2025,1,יח',350.00,"ש""ח",350.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002539,משדר לסף בטיחות V2,3/19/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002540,מקלט לסף בטיחות V2,3/19/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000609,3/19/2025,22002427,מנוע 800 ק''ג FAAC 844,3/19/2025,2,יח',5100.00,"ש""ח",5100.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000610,3/19/2025,22002427,מנוע 800 ק''ג FAAC 844,3/19/2025,1,יח',2300.00,"ש""ח",2300.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000615,3/19/2025,16000036,עבודה,3/19/2025,1,יח',150.00,"ש""ח",150.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000623,3/19/2025,26001127,חידוש כרטיס SIM,3/19/2025,1,יח',150.00,"ש""ח",150.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000624,3/19/2025,26001127,חידוש כרטיס SIM,3/19/2025,2,יח',300.00,"ש""ח",300.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000625,3/19/2025,26001127,חידוש כרטיס SIM,3/19/2025,1,יח',150.00,"ש""ח",150.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000644,3/23/2025,22002427,מנוע 800 ק''ג FAAC 844,3/23/2025,1,יח',2550.00,"ש""ח",2550.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000644,3/23/2025,22002538,סף בטיחות V2 1.7 מ' ללא פיקוד,3/23/2025,1,יח',350.00,"ש""ח",350.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000644,3/23/2025,22002539,משדר לסף בטיחות V2,3/23/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000644,3/23/2025,22002540,מקלט לסף בטיחות V2,3/23/2025,1,יח',295.00,"ש""ח",295.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000644,3/23/2025,25000669,פס שיניים 12X22,3/23/2025,8,יח',512.16,"ש""ח",512.16
2030250,"עופר שערים אוטומטיים בע""מ",PO25000644,3/23/2025,19000294,זווית 40/40/4 מגולוון 1.43 מ' 05199775,3/23/2025,8,יח',216.00,"ש""ח",216.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000673,3/25/2025,19000236,ברזל זווית 50X50X5  מגולון,3/25/2025,8,יח',272.00,"ש""ח",272.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000732,4/2/2025,22001289,"220V,50HZ, Straight Boom, 6s, With 6 Meters RAL 9006 מחסום",4/2/2025,1,יח',1749.93,"ש""ח",1749.93
2030250,"עופר שערים אוטומטיים בע""מ",PO25000732,4/2/2025,22002675,מערכת פתיחה סללולרית אדומה סמארט גייט 4G ללא הגבלת משתמשים,4/2/2025,1,יח',879.92,"ש""ח",879.92
2030250,"עופר שערים אוטומטיים בע""מ",PO25000732,4/2/2025,22000913,ענית תא פוטו מול רפלקטור IR 1200 L,4/2/2025,1,יח',270.00,"ש""ח",270.00
2030250,"עופר שערים אוטומטיים בע""מ",PO25000732,4/2/2025,22001289,"220V,50HZ, Straight Boom, 6s, With 6 Meters RAL 9006 מחסום",4/2/2025,1,יח',1749.93,"ש""ח",1749.93
